deafvideo_3/kazio63_3505,dv,7
Batch6/Approaches_to_Assessment_3_0_3,unit,18
Batch6/1st_part-Intonation_in_0_0_1,ba,14
Batch9/Coffee_Chat_4_0_4,be,4
Batch4/CAN_DEAF_DRIVE_THRU_0_0_4,or,12
Batch5/DC_Earthquake_4_0_4,e coast,23
Batch6/AFA_Mission_LSL_Rally_0_0_6,audism,68
Batch5/CRTC_2013-155_Jodi_6_0_3,vrs,19
Batch9/TEDxIslay-Wayne_Betts_Jr_2_0_2,trucks,15
youtube_6/unknown_female_2_6402,dr,15
Batch5/David_Geeslin-Community_11_0_4,are,6
Batch7/Sepsis_1_0_1,prokaryotic,79
Batch5/Deaf_Awareness_Month-William_2_0_2,collections,63
aslized/tim_riker_0325,calp,41
youtube_5/carrie_lou_garberoglio_6328,bt,21
Batch5/CRTC_2013-155_Jodi_8_0_3,it,12
deafvideo_5/dirtyoldman55_6378,inbox,52
aslized/unknown_male_1_1739,jasl,21
youtube_2/nick_martin_3432,daniel davidson,84
deafvideo_3/joy_life_3242,roo,28
Batch6/ASL_Morning_Message_8_0_0,coming out day,67
youtube_6/carrie_lou_garberoglio_6335,literacys to,44
misc_2/genie_gertz_2907,avvt auyditory vebal,112
deafvideo_4/floridaaahh_5722,nice,19
deafvideo_3/wnoakley_4628,lte,50
Batch4/CAN_DEAF_DRIVE_THRU_3_0_6,application,78
Batch5/DC_Earthquake_2_0_1,off,15
youtube_1/jason_hurdich_3151,bced,31
Batch5/DC_Earthquake_5_0_0,e coast,31
Batch6/For_Pearlene_Utley_10_0_1,sit,15
Batch5/CRTC_2013-155_Jodi_5_0_0,tty,27
Batch7/Sepsis_7_0_5,sepsis,28
Batch5/Deaf_Awareness_Month-William_0_0_2,mara,15
Batch6/For_Pearlene_Utley_0_0_1,obesity,44
Batch9/TEDxIslay-Wayne_Betts_Jr_6_0_3,language,29
Batch5/CRTC_2013-155_Jodi_0_0_3,vs,54
youtube_4/monica_gaina_5113,may,21
Batch5/Deaf_advocacy_and_6_0_9,agency,26
youtube_1/jason_hurdich_3152,cale,19
Batch6/Act_Now_to_Protect_Schools_5_0_2,link,30
youtube_5/carrie_lou_garberoglio_6324,asl,17
youtube_5/alicia_lane-outlaw_5826,nad,18
Batch4/Carb_Nets_Examples_22_0_9,fat,12
Batch7/Sepsis_7_0_0,sepsis,47
Batch4/Disc_Golf_WeekendExperience_5_0_4,wow,72
youtube_1/michael_hubbs_3133,us,11
Batch9/TEDxIslay-Wayne_Betts_Jr_1_0_0, all,14
Batch9/TEDxIslay-Wayne_Betts_Jr_4_0_1,chain,22
Batch6/For_Pearlene_Utley_4_0_7,sodium,25
Batch6/For_Pearlene_Utley_8_0_4,gluten,20
Batch6/Act_Now_to_Protect_Schools_7_0_0,day,7
Batch6/ASL_Morning_Message_7_0_0,alcolm,41
Batch9/Math_Fantasy_Gender_7_0_6,of,4
Batch4/Carb_Nets_Examples_28_0_0,vcab,13
Batch5/Deaf_advocacy_and_8_0_2,june,14
Batch4/Carb_Nets_Examples_6_0_4,carb,21
Batch4/Can_Numbers_Be_Lexicalized_1_0_5,bush,32
Batch7/Sepsis_3_0_0,sepsis,38
youtube_1/michael_hubbs_3127,so,11
Batch6/ASL_for_Bacteria_4_0_7,counter,20
deafvideo_3/wnoakley_4643,wifi,37
Batch6/ASL_for_Bacteria_5_0_0,rx,11
Batch6/Act_Now_to_Protect_Schools_5_0_5,local,36
deafvideo_3/deaf_power_rob_3090,cleveland,70
deafvideo_4/lukass_5231,of,7
youtube_5/keith_nolan_5993,iowa,25
Batch4/Carb_Nets_Examples_23_0_5,fat,12
Batch5/Cyberbullying_Community_2_0_2,so,10
Batch6/AFA_Rally_2011_7_0_2,dbc,23
Batch7/Sepsis_5_0_1,uti,32
Batch5/DC_Earthquake_3_0_5,so,4
Batch9/Coffee_Chat_0_0_7,so,6
Batch5/DC_Earthquake_6_0_0,panic,28
Batch6/For_Pearlene_Utley_9_0_23,corn,23
Batch5/DC_Earthquake_0_0_1,va,14
Batch4/Disc_Golf_WeekendExperience_3_0_5,fla,17
Batch9/TEDxIslay-Wayne_Betts_Jr_3_0_0,glen,18
Batch6/Approaches_to_Assessment_5_0_4,gre,25
Batch4/Carb_Nets_Examples_28_0_3,resee,25
Batch6/AFA_Mission_LSL_Rally_6_0_5,oralism,41
Batch5/Cyberbullying_Community_3_0_4,even,15
Batch5/CRTC_2013-155_Jodi_7_0_3,if,18
Batch5/DC_Earthquake_6_0_7,alaska,21
deafvideo_4/floridaaahh_6062,ta,32
Batch6/ASL_for_Bacteria_5_0_1,rx,6
youtube_5/keith_nolan_6008,md,12
deafvideo_5/dirtyoldman55_6381,how,12
Batch6/For_Pearlene_Utley_8_0_0,lime juice,80
Batch6/ASL_for_Bacteria_8_0_0,lag,9
Batch9/Star_Wars_Day-VEDIM_7_0_9,cgi,16
Batch9/TEDxIslay-Wayne_Betts_Jr_10_0_0,rit,36
Batch5/Cyberbullying_Community_2_0_3,so,21
youtube_2/nick_martin_3413,woster,38
youtube_5/david_o._reynolds_5822,of nad,42
deafvideo_3/joan_3616,lop lhole,60
Batch5/Cyberbullying_Community_2_0_0,sto,20
youtube_5/carrie_lou_garberoglio_6301,literacy,36
Batch4/Carb_Nets_Examples_30_0_4,avacdo,46
youtube_5/david_o._reynolds_5811,historic,31
Batch5/Deaf_advocacy_and_0_0_0,convo,26
deafvideo_4/floridaaahh_5700,sermono sermon,99
deafvideo_5/deafvideotv_7092,webis,16
Batch6/AFA_Rally_2011_3_0_4,oralism,84
Batch6/AFA_Rally_2011_7_0_4,act,14
Batch5/David_Geeslin-Community_9_0_1,it,7
aslized/raychelle_harris_1755,draft,24
Batch6/Approaches_to_Assessment_1_0_0,model,20
Batch4/Carb_Nets_Examples_22_0_2,fat,9
Batch9/Fingerspelling-ASL_Ponderings_5_0_2,nver,37
Batch5/Deaf_advocacy_and_4_0_8,icu,29
Batch6/1st_part-Intonation_in_3_0_12,arey,25
Batch5/Deaf_advocacy_and_4_0_1,shock,30
Batch9/Etymology-ASL_Ponderings_3_0_5,or goblin,28
Batch5/CRTC_2013-155_Jodi_5_0_2,if,22
Batch9/Harry_Potter_Tag_3_0_12,perore,27
youtube_5/keith_nolan_5991,bills,16
deafvideo_5/redneckmoose85_6905,ok,18
aslized/tim_riker_0332,or,11
Batch6/AFA_Rally_2011_0_0_0,ag bell,41
Batch6/2nd_part-Simultaneous_communication_impacts_3_0_4,of,5
Batch9/Fingerspelling-ASL_Ponderings_1_0_7,do,7
Batch5/Cyberbullying_Community_5_0_0,minority,23
youtube_5/carrie_lou_garberoglio_6322,data set,23
deafvideo_3/kazio63_3507,co,7
Batch5/Cyberbullying_Community_7_0_2,it,7
youtube_5/alicia_lane-outlaw_5830,covey axelord,55
Batch4/Disc_Golf_WeekendExperience_11_0_0,pale,25
youtube_5/keith_nolan_6007,delaney,42
Batch5/Deaf_advocacy_and_9_0_2,be,5
deafvideo_3/kazio63_3506,lou,10
deafvideo_5/kathyfans_6366,tyler,16
Batch9/Politics_Sci-fi_and_Action_2_0_4,f,5
Batch6/ASL_Morning_Message_6_0_3,of love,26
youtube_4/monica_gaina_5125,lava,33
deafvideo_3/kazio63_3510,fb,12
Batch9/Fingerspelling-ASL_Ponderings_0_0_6,asl,18
Batch5/CRTC_2013-155_Jodi_8_0_5,it,9
deafvideo_2/tar2006_1470,david rey reynolds,83
Batch5/CRTC_2013-155_Jodi_8_0_10,yes yes vrs,98
Batch5/David_Geeslin-Community_8_0_2,do,54
Batch5/David_Geeslin-Community_0_0_4,did,24
Batch6/Act_Now_to_Protect_Schools_5_0_1,asl,14
Batch5/DC_Earthquake_0_0_0,dc,21
deafvideo_4/lukass_5232,free book,31
Batch4/Carb_Nets_Examples_15_0_1,fat,5
deafvideo_5/shebaby_7084,stars,23
Batch6/Approaches_to_Assessment_10_0_4,formative,34
deafvideo_3/kathyfans_3457,pc,22
Batch5/David_Geeslin-Community_5_0_5,exhica,24
Batch7/Sepsis_0_0_3,bacteria,43
Batch4/Carb_Nets_Examples_30_0_13,diet doctor,52
youtube_5/carrie_lou_garberoglio_6309,liteacy,33
Batch9/Coffee_Chat_0_0_3,of,8
Batch6/Approaches_to_Assessment_6_0_0,criterion,17
Batch6/AFA_Rally_2011_4_0_6,zoo,28
Batch6/AFA_Mission_LSL_Rally_6_0_8,ab,15
Batch4/Carb_Nets_Examples_30_0_8,repair,23
Batch4/Carb_Nets_Examples_9_0_3,fiber,38
Batch5/David_Geeslin-Community_4_0_1,pers,18
deafvideo_2/tar2006_1451,nad,13
Batch6/1st_part-Intonation_in_7_0_2,morly,19
deafvideo_4/lukass_5228,dvtv,25
Batch5/DC_Earthquake_7_0_5,edge,12
misc_2/genie_gertz_2923,smovement,50
deafvideo_1/daniel_lundberg_0964,biochemistry,78
deafvideo_3/joan_3614,all,20
Batch7/An_Interview_with_Mike_Hoza_2_0_3,female,37
Batch6/ASL_for_Bacteria_1_0_0,glycan,27
deafvideo_2/jamerica_1685,isaiah,57
Batch9/TEDxIslay-Wayne_Betts_Jr_8_0_5,cun,9
Batch5/CRTC_2013-155_Jodi_4_0_7,vs,18
youtube_5/carrie_lou_garberoglio_6306,maps,22
deafvideo_5/deafvideotv_7288,or,9
Batch5/Cyberbullying_Community_1_0_4,victims,37
Batch4/Carb_Nets_Examples_8_0_2,fat,20
Batch6/ASL_Films_Fest_2_0_4,afy website,58
deafvideo_3/joan_3631,lophole,41
Batch5/DC_Earthquake_1_0_2,at,6
Batch6/AFA_Rally_2011_5_0_1,act,18
Batch6/For_Pearlene_Utley_9_0_32,ok ok,19
aslized/unknown_female_1_0305,asl,38
Batch5/CRTC_2013-155_Jodi_0_0_4,if,16
deafvideo_5/deafvideotv_7266,eil,34
Batch6/AFA_Rally_2011_3_0_0,asl,30
Batch6/AFA_Rally_2011_8_0_4,or,7
youtube_5/keith_nolan_5997,mark takano,79
Batch4/Carb_Nets_Examples_0_0_4,ok,13
youtube_1/michael_hubbs_3122,tsx,22
youtube_5/keith_nolan_5998,bills,12
deafvideo_3/kazio63_3504,dv,6
youtube_5/alicia_lane-outlaw_5832,us,17
aslized/raychelle_harris_1758,aslized,30
aslized/raychelle_harris_7004,asl companion volme,75
deafvideo_3/deaf_power_rob_3097,fed x j,48
Batch5/Deaf_Awareness_Month-William_4_0_1,of,7
Batch5/DC_Earthquake_5_0_2,so,26
Batch9/TEDxIslay-Wayne_Betts_Jr_3_0_3,sck,14
deafvideo_4/floridaaahh_5720,at,20
Batch6/For_Pearlene_Utley_4_0_4,spie,16
Batch6/AFA_Rally_2011_5_0_0,think tank,59
Batch9/Harry_Potter_Tag_7_0_7,studios,14
Batch9/Math_Fantasy_Gender_6_0_2,so,8
deafvideo_5/deafvideotv_7283,if,9
Batch6/For_Pearlene_Utley_9_0_27,brand so,41
Batch6/2nd_part-Simultaneous_communication_impacts_0_0_2,asl,14
Batch5/Deaf_advocacy_and_2_0_1,june,36
Batch4/Disc_Golf_WeekendExperience_5_0_6,wow,23
Batch4/Carb_Nets_Examples_15_0_5,celery,35
Batch6/Approaches_to_Assessment_9_0_3,abcd,32
Batch4/Can_Numbers_Be_Lexicalized_1_0_1,lexicalized,71
deafvideo_3/deaf_power_rob_3093,ravens,41
youtube_5/carrie_lou_garberoglio_6319,us,15
Batch9/Harry_Potter_Tag_6_0_1,hogwarts,33
Batch4/Carb_Nets_Examples_31_0_1,carb,9
youtube_2/nick_martin_3436,epa,28
Batch6/AFA_Rally_2011_1_0_5,afa,13
Batch5/David_Geeslin-Community_8_0_0,ok,27
Batch6/ASL_for_Bacteria_0_0_9,brick,25
deafvideo_5/deafvideotv_7093,dvtv,20
Batch9/TEDxIslay-Wayne_Betts_Jr_4_0_0,et,8
Batch6/ASL_Morning_Message_2_0_7,guest,13
Batch5/CRTC_2013-155_Jodi_8_0_6,if,10
Batch9/TEDxIslay-Wayne_Betts_Jr_13_0_2,even,11
deafvideo_5/redneckmoose85_6900,just,20
Batch9/Fingerspelling-ASL_Ponderings_1_0_6,lexicalized,44
Batch6/AFA_Rally_2011_4_0_1,afa rally,44
youtube_4/amy_cohen_elfron_5768,mch,15
deafvideo_5/turnyourbrainon_7123,hindu,34
aslized/raychelle_harris_7000,txt,12
Batch9/Politics_Sci-fi_and_Action_2_0_2,f,4
aslized/raychelle_harris_7014,us,12
Batch5/Cyberbullying_Community_6_0_6,victims,31
deafvideo_5/kathyfans_6363,dif,9
Batch6/AFA_Rally_2011_1_0_3,only sm,64
deafvideo_5/deafvideotv_7278,retis,23
Batch6/Approaches_to_Assessment_11_0_0,formative,28
Batch4/Carb_Nets_Examples_23_0_8,oat,13
Batch6/ASL_for_Bacteria_5_0_5,bacteria,18
Batch6/AFA_Rally_2011_9_0_0,blog,13
Batch6/ASL_for_Bacteria_1_0_3,brick,35
Batch6/ASL_for_Bacteria_7_0_0,binary fission,43
Batch4/Carb_Nets_Examples_0_0_6,carb,29
Batch4/CAN_DEAF_DRIVE_THRU_2_0_3,cashier,47
Batch4/Can_Numbers_Be_Lexicalized_0_0_10,asl,16
Batch6/Act_Now_to_Protect_Schools_6_0_13,march,51
Batch6/1st_part-Intonation_in_3_0_8,pitch,32
Batch5/David_Geeslin-Community_12_0_4,do,10
Batch4/Carb_Nets_Examples_5_0_4,tbsp,17
Batch7/Sepsis_1_0_5,metabolism,58
Batch5/Deaf_advocacy_and_3_0_3,even,10
Batch6/1st_part-Intonation_in_4_0_2,asl,13
Batch4/Disc_Golf_WeekendExperience_0_0_1,ddga,45
Batch6/ASL_Morning_Message_7_0_3,ncod,34
misc_2/genie_gertz_2933,whals,20
deafvideo_2/jamerica_1691,circle,41
Batch6/Approaches_to_Assessment_10_0_3,process,30
Batch6/Approaches_to_Assessment_10_0_0,abcdef,44
Batch5/CRTC_2013-155_Jodi_8_0_2,vrs,18
Batch6/ASL_Films_Fest_0_0_7,personification,61
Batch7/Sepsis_0_0_5,bean,27
Batch9/Fingerspelling-ASL_Ponderings_5_0_6,or,10
Batch6/ASL_Films_Fest_2_0_8,own,13
Batch9/Harry_Potter_Tag_7_0_8,parks,9
Batch4/Carb_Nets_Examples_32_0_5,carb,10
Batch6/For_Pearlene_Utley_7_0_9,juice,27
youtube_1/michael_hubbs_3124,dc,12
Batch6/Approaches_to_Assessment_7_0_5,holistic,32
Batch7/Sepsis_4_0_0,sepsis,38
youtube_4/amy_cohen_elfron_5777,protest,59
Batch4/Carb_Nets_Examples_18_0_4,fred rice,25
Batch4/Can_Numbers_Be_Lexicalized_0_0_6,press,49
Batch4/Disc_Golf_WeekendExperience_4_0_7,doubles,38
Batch9/Math_Fantasy_Gender_7_0_0,would,9
deafvideo_4/floridaaahh_5710,beac,15
Batch6/ASL_for_Bacteria_2_0_0,step,18
deafvideo_5/deafvideotv_7252,wlf,20
Batch7/An_Interview_with_Mike_Hoza_0_0_4,tvtv,14
Batch5/DC_Earthquake_5_0_3,va,20
youtube_5/keith_nolan_5992,tom haukn,62
Batch4/Carb_Nets_Examples_30_0_1,galof,21
deafvideo_2/tar2006_1460,david,28
Batch6/AFA_Rally_2011_10_0_1,do,8
deafvideo_3/wnoakley_4649,care,13
misc_2/genie_gertz_2918,ok,16
Batch4/Carb_Nets_Examples_3_0_4,fiber,27
deafvideo_4/lukass_5224,dvtv,16
aslized/ben_jarashow_7225,own,15
Batch6/AFA_Rally_2011_11_0_0,irly,10
Batch9/Math_Fantasy_Gender_3_0_3,wicked,25
deafvideo_3/kathyfans_3452,bank,13
aslized/tim_riker_0336,asl,18
youtube_1/joel_garcia_2852,pepsi,32
deafvideo_4/floridaaahh_6072,ok,13
Batch6/AFA_Rally_2011_0_0_2,ag bell,27
Batch6/ASL_Morning_Message_0_0_0,oct,8
Batch6/AFA_Mission_LSL_Rally_5_0_2,facts,33
Batch6/For_Pearlene_Utley_8_0_3,poroment,36
Batch9/TEDxIslay-Wayne_Betts_Jr_16_0_1,flow,30
Batch4/Disc_Golf_WeekendExperience_0_0_4,at alexander park,85
deafvideo_4/floridaaahh_6063,it,18
Batch6/AFA_Rally_2011_0_0_4,ag bell,38
Batch4/Carb_Nets_Examples_5_0_5,carb,23
Batch7/Sepsis_9_0_7,phd,27
Batch5/DC_Earthquake_12_0_2,then,14
Batch9/TEDxIslay-Wayne_Betts_Jr_8_0_0,cu,30
Batch7/Sepsis_2_0_5,sepsis,58
Batch9/Fingerspelling-ASL_Ponderings_1_0_0,but,44
deafvideo_3/joan_3621,pay,14
Batch9/Fingerspelling-ASL_Ponderings_5_0_1,be so,18
Batch6/For_Pearlene_Utley_6_0_0,costco,26
Batch6/AFA_Rally_2011_3_0_1,al,10
Batch6/AFA_Mission_LSL_Rally_6_0_6,hei,22
Batch5/DC_Earthquake_8_0_0,so,11
Batch6/For_Pearlene_Utley_3_0_4,sherry,33
Batch5/David_Geeslin-Community_5_0_9,of,6
Batch5/David_Geeslin-Community_8_0_4,do,4
Batch6/For_Pearlene_Utley_6_0_9,crunchy,24
Batch6/ASL_Morning_Message_4_0_3,pottery,32
Batch4/Disc_Golf_WeekendExperience_0_0_0,ddgv,20
Batch9/Harry_Potter_Tag_3_0_1,be,5
Batch6/For_Pearlene_Utley_7_0_3,ok,12
youtube_1/guthrie_nutter_3220,fish,24
aslized/raychelle_harris_7003,co editors,35
Batch4/Carb_Nets_Examples_8_0_1,carb,23
Batch9/Fingerspelling-ASL_Ponderings_0_0_1,of,8
Batch4/Can_Numbers_Be_Lexicalized_0_0_5,linguistics of asl,117
deafvideo_2/jamerica_1693,psalm,73
deafvideo_2/jamerica_1700,as,23
Batch6/2nd_part-Simultaneous_communication_impacts_3_0_1,asl,23
youtube_2/nick_martin_3414,washoe,39
Batch9/Math_Fantasy_Gender_2_0_0,pelicars,35
Batch4/CAN_DEAF_DRIVE_THRU_0_0_6,asl,19
Batch4/Carb_Nets_Examples_2_0_1,carb,59
deafvideo_5/shebaby_7083,sta,11
Batch9/Fingerspelling-ASL_Ponderings_0_0_7,do,12
Batch6/AFA_Rally_2011_6_0_2,nad,31
Batch6/For_Pearlene_Utley_8_0_1,tables,57
Batch9/Star_Wars_Day-VEDIM_7_0_5,extra,24
youtube_6/unknown_female_2_6399,misn,28
deafvideo_4/deafvideotv_5014,nationlity,37
Batch7/Sepsis_2_0_4,cell,23
deafvideo_3/kathyfans_3456,debt,10
Batch7/Sepsis_9_0_3,t,14
deafvideo_5/redneckmoose85_6897,so,16
Batch7/An_Interview_with_Mike_Hoza_1_0_3,humming,34
Batch4/Disc_Golf_WeekendExperience_6_0_1,coupon,45
Batch5/Cyberbullying_Community_2_0_13,cel,15
deafvideo_3/wnoakley_4634,dvtv,24
aslized/raychelle_harris_6999,resuce,20
youtube_2/jessi_rogers_3450,ci,27
deafvideo_4/floridaaahh_5714,at bth beach,44
deafvideo_4/floridaaahh_5709,vice,14
deafvideo_2/jamerica_1699,it,11
Batch7/An_Interview_with_Mike_Hoza_0_0_3,humming bird,134
Batch6/1st_part-Intonation_in_10_0_0,ink,15
Batch5/David_Geeslin-Community_13_0_4,it,7
Batch4/Carb_Nets_Examples_30_0_10,carb,16
Batch6/For_Pearlene_Utley_1_0_4,active,20
Batch6/1st_part-Intonation_in_0_0_6,asl,16
Batch4/Carb_Nets_Examples_0_0_7,ok,23
youtube_5/david_o._reynolds_5823,ndec,43
Batch4/Disc_Golf_WeekendExperience_10_0_6,mike,30
Batch6/For_Pearlene_Utley_8_0_2,days,22
deafvideo_2/tar2006_1463,may,16
Batch6/For_Pearlene_Utley_2_0_3,akalitize,56
Batch4/Carb_Nets_Examples_0_0_8,grams,59
Batch4/Disc_Golf_WeekendExperience_11_0_4,coupon,44
Batch4/Carb_Nets_Examples_5_0_0,or,14
Batch6/For_Pearlene_Utley_5_0_6,free,11
Batch6/2nd_part-Simultaneous_communication_impacts_3_0_3,all simcom,41
Batch4/Carb_Nets_Examples_28_0_6,willpower,28
Batch4/Can_Numbers_Be_Lexicalized_0_0_2,lexicalized,45
youtube_5/keith_nolan_5999,duty,32
Batch4/Disc_Golf_WeekendExperience_7_0_0,ok,7
Batch6/ASL_Morning_Message_0_0_4,oct,8
Batch6/For_Pearlene_Utley_11_0_7,costco,25
Batch9/Harry_Potter_Tag_3_0_7,if,5
aslized/unknown_male_1_1731,lit,36
Batch5/David_Geeslin-Community_11_0_0,op,8
Batch4/Carb_Nets_Examples_11_0_0,carb,10
misc_2/genie_gertz_2872,patrick,34
deafvideo_3/wnoakley_4636,gole,30
deafvideo_3/wnoakley_4658,taylor,25
Batch4/Disc_Golf_WeekendExperience_12_0_0,n,34
Batch9/TEDxIslay-Wayne_Betts_Jr_5_0_0,ras,7
youtube_5/carrie_lou_garberoglio_6308,or,7
Batch6/AFA_Rally_2011_3_0_5,agb,15
youtube_2/nick_martin_3429,bureau,47
Batch6/For_Pearlene_Utley_12_0_5,shakeology,37
youtube_2/nick_martin_3437,eipa,42
Batch9/Coffee_Chat_0_0_6,do,7
deafvideo_3/joan_3609,topic,48
youtube_1/michael_hubbs_3121,hs,9
Batch5/Deaf_advocacy_and_4_0_5,cdi,17
Batch5/Deaf_Awareness_Month-William_1_0_5,he,9
Batch6/For_Pearlene_Utley_10_0_2,ok ok,16
aslized/ben_jarashow_1759,jasll,34
youtube_2/nick_martin_3411,washoe,35
Batch6/1st_part-Intonation_in_3_0_7,elevated,54
Batch7/Sepsis_6_0_6,antibiotics,82
Batch6/ASL_for_Bacteria_3_0_6,gram neg in,49
Batch6/For_Pearlene_Utley_5_0_3,kale,16
deafvideo_5/deafvideotv_7280,lost paword,83
youtube_2/nick_martin_3430,oct,10
Batch6/ASL_Films_Fest_2_0_3,fb,18
deafvideo_3/wnoakley_4624,tylor,36
misc_2/genie_gertz_2880,valres,34
youtube_5/alicia_lane-outlaw_5828,ig,7
Batch4/Disc_Golf_WeekendExperience_2_0_2,at alexander park,72
Batch9/Etymology-ASL_Ponderings_3_0_1,folklore,30
Batch9/Math_Fantasy_Gender_12_0_4,anthology of,28
deafvideo_3/kathyfans_3469,ok,11
Batch4/Carb_Nets_Examples_23_0_10,mood,12
Batch5/DC_Earthquake_8_0_1,so,9
Batch6/2nd_part-Simultaneous_communication_impacts_0_0_5,vc,18
Batch4/Carb_Nets_Examples_27_0_1,juice,26
deafvideo_3/joy_life_3246,dogs,25
Batch4/Disc_Golf_WeekendExperience_7_0_2,card,12
youtube_5/carrie_lou_garberoglio_6330,bt,11
Batch9/Etymology-ASL_Ponderings_3_0_0,or goblin,26
Batch4/Carb_Nets_Examples_33_0_0,carb,6
Batch7/Sepsis_10_0_3,vet,19
Batch6/AFA_Rally_2011_6_0_0,rally,29
Batch4/Carb_Nets_Examples_0_0_2,nets,38
youtube_5/storm_smith_6276,asl,11
Batch4/Carb_Nets_Examples_17_0_1,fat,21
Batch5/David_Geeslin-Community_12_0_3,doble action,61
Batch9/Harry_Potter_Tag_6_0_10,it,5
deafvideo_3/wnoakley_4652,ttv,42
Batch5/Deaf_Awareness_Month-William_5_0_0,ksd,53
Batch5/David_Geeslin-Community_0_0_0,ind,19
youtube_5/storm_smith_6271,dfc,22
youtube_6/carrie_lou_garberoglio_6337,tools,14
Batch6/Approaches_to_Assessment_4_0_2,units,13
youtube_2/nick_martin_3425,asl,14
Batch6/ASL_for_Bacteria_1_0_8,dx,22
